algorithm,size,backend,oracle_shots,epsilon,batch
twolocalrandom,5,fake_sherbrooke,50,0.25,50
twolocalrandom,5,fake_torino,100,0.25,50
twolocalrandom,6,aer_simulator,100,0.25,50
twolocalrandom,6,fake_fez,150,0.25,50
twolocalrandom,6,fake_kyiv,150,0.25,50
twolocalrandom,6,fake_marrakesh,150,0.25,50
twolocalrandom,6,fake_sherbrooke,200,0.25,50
twolocalrandom,6,fake_torino,150,0.25,50
twolocalrandom,7,aer_simulator,150,0.25,50
twolocalrandom,7,fake_fez,250,0.25,50
twolocalrandom,7,fake_kyiv,350,0.25,50
twolocalrandom,7,fake_marrakesh,400,0.25,50
twolocalrandom,7,fake_sherbrooke,300,0.25,50
twolocalrandom,7,fake_torino,300,0.25,50
twolocalrandom,8,aer_simulator,250,0.25,50
twolocalrandom,8,fake_fez,450,0.25,50
twolocalrandom,8,fake_kyiv,750,0.25,50
twolocalrandom,8,fake_marrakesh,600,0.25,50
twolocalrandom,8,fake_sherbrooke,650,0.25,50
twolocalrandom,8,fake_torino,550,0.25,50
twolocalrandom,9,aer_simulator,500,0.25,50
twolocalrandom,9,fake_fez,1000,0.25,50
twolocalrandom,9,fake_kyiv,1200,0.25,50
twolocalrandom,9,fake_marrakesh,1000,0.25,50
twolocalrandom,9,fake_sherbrooke,1200,0.25,50
twolocalrandom,9,fake_torino,1000,0.25,50
twolocalrandom,10,aer_simulator,1050,0.25,50
twolocalrandom,10,fake_fez,2150,0.25,50
twolocalrandom,10,fake_kyiv,2300,0.25,50
twolocalrandom,10,fake_marrakesh,2000,0.25,50
twolocalrandom,10,fake_sherbrooke,2300,0.25,50
twolocalrandom,10,fake_torino,2200,0.25,50
twolocalrandom,11,aer_simulator,1000,0.25,50
twolocalrandom,11,fake_fez,3700,0.25,50
twolocalrandom,11,fake_kyiv,4100,0.25,50
twolocalrandom,11,fake_marrakesh,3350,0.25,50
twolocalrandom,11,fake_sherbrooke,4100,0.25,50
twolocalrandom,11,fake_torino,3850,0.25,50
twolocalrandom,12,aer_simulator,2050,0.25,50
twolocalrandom,12,fake_fez,6200,0.25,50
twolocalrandom,12,fake_kyiv,6600,0.25,50
twolocalrandom,12,fake_marrakesh,5700,0.25,50
twolocalrandom,12,fake_sherbrooke,6400,0.25,50
twolocalrandom,12,fake_torino,6300,0.25,50
twolocalrandom,13,aer_simulator,3650,0.25,50
twolocalrandom,13,fake_fez,9400,0.25,50
twolocalrandom,13,fake_kyiv,9750,0.25,50
twolocalrandom,13,fake_marrakesh,8700,0.25,50
twolocalrandom,13,fake_sherbrooke,9600,0.25,50
twolocalrandom,13,fake_torino,9450,0.25,50
twolocalrandom,14,aer_simulator,6950,0.25,50
twolocalrandom,14,fake_fez,12400,0.25,50
twolocalrandom,14,fake_kyiv,12550,0.25,50
twolocalrandom,14,fake_marrakesh,12000,0.25,50
twolocalrandom,14,fake_sherbrooke,12650,0.25,50
twolocalrandom,14,fake_torino,12500,0.25,50
twolocalrandom,15,aer_simulator,8900,0.25,50
twolocalrandom,15,fake_fez,13850,0.25,50
twolocalrandom,15,fake_kyiv,14000,0.25,50
twolocalrandom,15,fake_marrakesh,13500,0.25,50
twolocalrandom,15,fake_sherbrooke,14000,0.25,50
twolocalrandom,15,fake_torino,13900,0.25,50
vqe,4,aer_simulator,50,0.25,50
vqe,4,fake_fez,50,0.25,50
vqe,4,fake_kyiv,50,0.25,50
vqe,4,fake_marrakesh,50,0.25,50
vqe,4,fake_sherbrooke,50,0.25,50
vqe,4,fake_torino,50,0.25,50
vqe,5,aer_simulator,50,0.25,50
vqe,5,fake_fez,50,0.25,50
vqe,5,fake_kyiv,50,0.25,50
vqe,5,fake_marrakesh,50,0.25,50
vqe,5,fake_sherbrooke,50,0.25,50
vqe,5,fake_torino,50,0.25,50
vqe,6,aer_simulator,50,0.25,50
vqe,6,fake_fez,50,0.25,50
vqe,6,fake_marrakesh,50,0.25,50
vqe,6,fake_sherbrooke,50,0.25,50
vqe,6,fake_torino,50,0.25,50
vqe,7,aer_simulator,50,0.25,50
vqe,7,fake_fez,50,0.25,50
vqe,7,fake_kyiv,50,0.25,50
vqe,7,fake_marrakesh,50,0.25,50
vqe,7,fake_sherbrooke,50,0.25,50
vqe,7,fake_torino,50,0.25,50
vqe,8,aer_simulator,50,0.25,50
vqe,8,fake_fez,50,0.25,50
vqe,8,fake_marrakesh,50,0.25,50
vqe,8,fake_sherbrooke,50,0.25,50
vqe,8,fake_torino,50,0.25,50
vqe,9,aer_simulator,50,0.25,50
vqe,9,fake_fez,50,0.25,50
vqe,9,fake_kyiv,50,0.25,50
vqe,9,fake_marrakesh,50,0.25,50
vqe,9,fake_sherbrooke,50,0.25,50
vqe,9,fake_torino,100,0.25,50
vqe,10,aer_simulator,50,0.25,50
vqe,10,fake_fez,50,0.25,50
vqe,10,fake_kyiv,50,0.25,50
vqe,10,fake_marrakesh,100,0.25,50
vqe,10,fake_sherbrooke,50,0.25,50
vqe,10,fake_torino,100,0.25,50
vqe,11,aer_simulator,50,0.25,50
vqe,11,fake_fez,50,0.25,50
vqe,11,fake_kyiv,50,0.25,50
vqe,11,fake_marrakesh,50,0.25,50
vqe,11,fake_sherbrooke,50,0.25,50
vqe,11,fake_torino,50,0.25,50
vqe,12,aer_simulator,50,0.25,50
vqe,12,fake_fez,50,0.25,50
vqe,12,fake_marrakesh,50,0.25,50
vqe,12,fake_sherbrooke,100,0.25,50
vqe,12,fake_torino,50,0.25,50
vqe,13,aer_simulator,50,0.25,50
vqe,13,fake_fez,50,0.25,50
vqe,13,fake_kyiv,100,0.25,50
vqe,13,fake_marrakesh,50,0.25,50
vqe,13,fake_sherbrooke,150,0.25,50
vqe,13,fake_torino,100,0.25,50
vqe,14,aer_simulator,50,0.25,50
vqe,14,fake_fez,50,0.25,50
vqe,14,fake_marrakesh,50,0.25,50
vqe,14,fake_sherbrooke,200,0.25,50
vqe,14,fake_torino,150,0.25,50
vqe,15,aer_simulator,50,0.25,50
vqe,15,fake_fez,150,0.25,50
vqe,15,fake_kyiv,400,0.25,50
vqe,15,fake_marrakesh,100,0.25,50
vqe,15,fake_sherbrooke,300,0.25,50
vqe,15,fake_torino,250,0.25,50
wstate,4,aer_simulator,50,0.25,50
wstate,4,fake_fez,50,0.25,50
wstate,4,fake_kyiv,50,0.25,50
wstate,4,fake_marrakesh,50,0.25,50
wstate,4,fake_sherbrooke,50,0.25,50
wstate,4,fake_torino,50,0.25,50
wstate,5,aer_simulator,50,0.25,50
wstate,5,fake_fez,50,0.25,50
wstate,5,fake_kyiv,50,0.25,50
wstate,5,fake_marrakesh,50,0.25,50
wstate,5,fake_sherbrooke,50,0.25,50
wstate,5,fake_torino,50,0.25,50
wstate,6,aer_simulator,50,0.25,50
wstate,6,fake_fez,50,0.25,50
wstate,6,fake_kyiv,50,0.25,50
wstate,6,fake_marrakesh,50,0.25,50
wstate,6,fake_sherbrooke,50,0.25,50
wstate,6,fake_torino,100,0.25,50
wstate,7,aer_simulator,50,0.25,50
wstate,7,fake_fez,50,0.25,50
wstate,7,fake_kyiv,50,0.25,50
wstate,7,fake_marrakesh,50,0.25,50
wstate,7,fake_sherbrooke,100,0.25,50
wstate,7,fake_torino,50,0.25,50
wstate,8,aer_simulator,50,0.25,50
wstate,8,fake_fez,50,0.25,50
wstate,8,fake_kyiv,100,0.25,50
wstate,8,fake_marrakesh,50,0.25,50
wstate,8,fake_sherbrooke,100,0.25,50
wstate,8,fake_torino,100,0.25,50
wstate,9,aer_simulator,50,0.25,50
wstate,9,fake_fez,50,0.25,50
wstate,9,fake_kyiv,50,0.25,50
wstate,9,fake_marrakesh,50,0.25,50
wstate,9,fake_sherbrooke,100,0.25,50
wstate,9,fake_torino,100,0.25,50
wstate,10,aer_simulator,50,0.25,50
wstate,10,fake_fez,50,0.25,50
wstate,10,fake_kyiv,100,0.25,50
wstate,10,fake_marrakesh,50,0.25,50
wstate,10,fake_sherbrooke,100,0.25,50
wstate,10,fake_torino,100,0.25,50
wstate,11,aer_simulator,50,0.25,50
wstate,11,fake_fez,100,0.25,50
wstate,11,fake_kyiv,100,0.25,50
wstate,11,fake_marrakesh,100,0.25,50
wstate,11,fake_sherbrooke,250,0.25,50
wstate,11,fake_torino,150,0.25,50
wstate,12,aer_simulator,50,0.25,50
wstate,12,fake_fez,100,0.25,50
wstate,12,fake_kyiv,200,0.25,50
wstate,12,fake_marrakesh,100,0.25,50
wstate,12,fake_sherbrooke,300,0.25,50
wstate,12,fake_torino,250,0.25,50
wstate,13,aer_simulator,50,0.25,50
wstate,13,fake_fez,100,0.25,50
wstate,13,fake_kyiv,200,0.25,50
wstate,13,fake_marrakesh,100,0.25,50
wstate,13,fake_sherbrooke,250,0.25,50
wstate,13,fake_torino,250,0.25,50
wstate,14,aer_simulator,50,0.25,50
wstate,14,fake_fez,150,0.25,50
wstate,14,fake_kyiv,550,0.25,50
wstate,14,fake_marrakesh,100,0.25,50
wstate,14,fake_sherbrooke,300,0.25,50
wstate,14,fake_torino,250,0.25,50
wstate,15,aer_simulator,50,0.25,50
wstate,15,fake_fez,150,0.25,50
wstate,15,fake_kyiv,500,0.25,50
wstate,15,fake_marrakesh,50,0.25,50
wstate,15,fake_sherbrooke,450,0.25,50
wstate,15,fake_torino,400,0.25,50
