algorithm,size,backend,oracle_shots,epsilon,batch
twolocalrandom,4,fake_fez,400,0.05,50
twolocalrandom,4,fake_kyiv,900,0.05,50
twolocalrandom,4,fake_marrakesh,950,0.05,50
twolocalrandom,4,fake_sherbrooke,550,0.05,50
twolocalrandom,4,fake_torino,950,0.05,50
twolocalrandom,5,aer_simulator,950,0.05,50
twolocalrandom,5,fake_fez,1100,0.05,50
twolocalrandom,5,fake_kyiv,1300,0.05,50
twolocalrandom,5,fake_marrakesh,1500,0.05,50
twolocalrandom,5,fake_sherbrooke,1400,0.05,50
twolocalrandom,5,fake_torino,1450,0.05,50
twolocalrandom,6,aer_simulator,2900,0.05,50
twolocalrandom,6,fake_fez,2550,0.05,50
twolocalrandom,6,fake_kyiv,3650,0.05,50
twolocalrandom,6,fake_marrakesh,2700,0.05,50
twolocalrandom,6,fake_sherbrooke,3150,0.05,50
twolocalrandom,6,fake_torino,3400,0.05,50
twolocalrandom,7,aer_simulator,4450,0.05,50
twolocalrandom,7,fake_fez,5150,0.05,50
twolocalrandom,7,fake_kyiv,5700,0.05,50
twolocalrandom,7,fake_marrakesh,3850,0.05,50
twolocalrandom,7,fake_sherbrooke,5550,0.05,50
twolocalrandom,7,fake_torino,5450,0.05,50
twolocalrandom,8,aer_simulator,6550,0.05,50
twolocalrandom,8,fake_fez,8300,0.05,50
twolocalrandom,8,fake_kyiv,8050,0.05,50
twolocalrandom,8,fake_marrakesh,7050,0.05,50
twolocalrandom,8,fake_sherbrooke,8400,0.05,50
twolocalrandom,8,fake_torino,9000,0.05,50
twolocalrandom,9,aer_simulator,7950,0.05,50
twolocalrandom,9,fake_fez,12000,0.05,50
twolocalrandom,9,fake_kyiv,11750,0.05,50
twolocalrandom,9,fake_marrakesh,11100,0.05,50
twolocalrandom,9,fake_sherbrooke,11750,0.05,50
twolocalrandom,9,fake_torino,11850,0.05,50
twolocalrandom,10,aer_simulator,12350,0.05,50
twolocalrandom,10,fake_fez,14800,0.05,50
twolocalrandom,10,fake_kyiv,15500,0.05,50
twolocalrandom,10,fake_marrakesh,15000,0.05,50
twolocalrandom,10,fake_sherbrooke,15300,0.05,50
twolocalrandom,10,fake_torino,15300,0.05,50
twolocalrandom,11,aer_simulator,11150,0.05,50
twolocalrandom,11,fake_fez,16950,0.05,50
twolocalrandom,11,fake_kyiv,17250,0.05,50
twolocalrandom,11,fake_marrakesh,16650,0.05,50
twolocalrandom,11,fake_sherbrooke,17200,0.05,50
twolocalrandom,11,fake_torino,17050,0.05,50
twolocalrandom,12,aer_simulator,15550,0.05,50
twolocalrandom,12,fake_fez,18350,0.05,50
twolocalrandom,12,fake_kyiv,18600,0.05,50
twolocalrandom,12,fake_marrakesh,18100,0.05,50
twolocalrandom,12,fake_sherbrooke,18500,0.05,50
twolocalrandom,12,fake_torino,18350,0.05,50
twolocalrandom,13,aer_simulator,16800,0.05,50
twolocalrandom,13,fake_fez,18800,0.05,50
twolocalrandom,13,fake_kyiv,18850,0.05,50
twolocalrandom,13,fake_marrakesh,18700,0.05,50
twolocalrandom,13,fake_sherbrooke,18850,0.05,50
twolocalrandom,13,fake_torino,18800,0.05,50
twolocalrandom,14,aer_simulator,18150,0.05,50
twolocalrandom,14,fake_fez,18950,0.05,50
twolocalrandom,14,fake_kyiv,18950,0.05,50
twolocalrandom,14,fake_marrakesh,18900,0.05,50
twolocalrandom,14,fake_sherbrooke,18950,0.05,50
twolocalrandom,14,fake_torino,18950,0.05,50
twolocalrandom,15,aer_simulator,18550,0.05,50
twolocalrandom,15,fake_fez,19000,0.05,50
twolocalrandom,15,fake_kyiv,19000,0.05,50
twolocalrandom,15,fake_marrakesh,18950,0.05,50
twolocalrandom,15,fake_sherbrooke,19000,0.05,50
twolocalrandom,15,fake_torino,19000,0.05,50
vqe,4,aer_simulator,50,0.05,50
vqe,4,fake_fez,150,0.05,50
vqe,4,fake_kyiv,50,0.05,50
vqe,4,fake_marrakesh,50,0.05,50
vqe,4,fake_sherbrooke,50,0.05,50
vqe,4,fake_torino,50,0.05,50
vqe,5,aer_simulator,600,0.05,50
vqe,5,fake_fez,200,0.05,50
vqe,5,fake_kyiv,550,0.05,50
vqe,5,fake_marrakesh,200,0.05,50
vqe,5,fake_sherbrooke,400,0.05,50
vqe,5,fake_torino,250,0.05,50
vqe,6,aer_simulator,50,0.05,50
vqe,6,fake_fez,50,0.05,50
vqe,6,fake_marrakesh,100,0.05,50
vqe,6,fake_sherbrooke,50,0.05,50
vqe,6,fake_torino,200,0.05,50
vqe,7,aer_simulator,150,0.05,50
vqe,7,fake_fez,450,0.05,50
vqe,7,fake_kyiv,250,0.05,50
vqe,7,fake_marrakesh,500,0.05,50
vqe,7,fake_sherbrooke,800,0.05,50
vqe,7,fake_torino,1100,0.05,50
vqe,8,aer_simulator,300,0.05,50
vqe,8,fake_fez,350,0.05,50
vqe,8,fake_marrakesh,400,0.05,50
vqe,8,fake_sherbrooke,550,0.05,50
vqe,8,fake_torino,1150,0.05,50
vqe,9,aer_simulator,300,0.05,50
vqe,9,fake_fez,450,0.05,50
vqe,9,fake_kyiv,1050,0.05,50
vqe,9,fake_marrakesh,950,0.05,50
vqe,9,fake_sherbrooke,1900,0.05,50
vqe,9,fake_torino,1850,0.05,50
vqe,10,aer_simulator,50,0.05,50
vqe,10,fake_fez,900,0.05,50
vqe,10,fake_kyiv,2100,0.05,50
vqe,10,fake_marrakesh,900,0.05,50
vqe,10,fake_sherbrooke,1650,0.05,50
vqe,10,fake_torino,1800,0.05,50
vqe,11,aer_simulator,50,0.05,50
vqe,11,fake_fez,1300,0.05,50
vqe,11,fake_kyiv,2550,0.05,50
vqe,11,fake_marrakesh,500,0.05,50
vqe,11,fake_sherbrooke,2250,0.05,50
vqe,11,fake_torino,2050,0.05,50
vqe,12,aer_simulator,50,0.05,50
vqe,12,fake_fez,2000,0.05,50
vqe,12,fake_marrakesh,800,0.05,50
vqe,12,fake_sherbrooke,2600,0.05,50
vqe,12,fake_torino,3050,0.05,50
vqe,13,aer_simulator,450,0.05,50
vqe,13,fake_fez,3350,0.05,50
vqe,13,fake_kyiv,4900,0.05,50
vqe,13,fake_marrakesh,1750,0.05,50
vqe,13,fake_sherbrooke,6100,0.05,50
vqe,13,fake_torino,5050,0.05,50
vqe,14,aer_simulator,900,0.05,50
vqe,14,fake_fez,5000,0.05,50
vqe,14,fake_marrakesh,3100,0.05,50
vqe,14,fake_sherbrooke,7750,0.05,50
vqe,14,fake_torino,6600,0.05,50
vqe,15,aer_simulator,650,0.05,50
vqe,15,fake_fez,6000,0.05,50
vqe,15,fake_kyiv,8000,0.05,50
vqe,15,fake_marrakesh,3350,0.05,50
vqe,15,fake_sherbrooke,8300,0.05,50
vqe,15,fake_torino,8200,0.05,50
wstate,4,aer_simulator,300,0.05,50
wstate,4,fake_fez,550,0.05,50
wstate,4,fake_kyiv,700,0.05,50
wstate,4,fake_marrakesh,200,0.05,50
wstate,4,fake_sherbrooke,350,0.05,50
wstate,4,fake_torino,350,0.05,50
wstate,5,aer_simulator,250,0.05,50
wstate,5,fake_fez,850,0.05,50
wstate,5,fake_kyiv,350,0.05,50
wstate,5,fake_marrakesh,550,0.05,50
wstate,5,fake_sherbrooke,550,0.05,50
wstate,5,fake_torino,1050,0.05,50
wstate,6,aer_simulator,300,0.05,50
wstate,6,fake_fez,800,0.05,50
wstate,6,fake_kyiv,800,0.05,50
wstate,6,fake_marrakesh,1300,0.05,50
wstate,6,fake_sherbrooke,1050,0.05,50
wstate,6,fake_torino,900,0.05,50
wstate,7,aer_simulator,250,0.05,50
wstate,7,fake_fez,1350,0.05,50
wstate,7,fake_kyiv,1200,0.05,50
wstate,7,fake_marrakesh,1050,0.05,50
wstate,7,fake_sherbrooke,1500,0.05,50
wstate,7,fake_torino,2150,0.05,50
wstate,8,aer_simulator,300,0.05,50
wstate,8,fake_fez,1000,0.05,50
wstate,8,fake_kyiv,1450,0.05,50
wstate,8,fake_marrakesh,800,0.05,50
wstate,8,fake_sherbrooke,2100,0.05,50
wstate,8,fake_torino,1850,0.05,50
wstate,9,aer_simulator,650,0.05,50
wstate,9,fake_fez,750,0.05,50
wstate,9,fake_kyiv,2800,0.05,50
wstate,9,fake_marrakesh,1300,0.05,50
wstate,9,fake_sherbrooke,2250,0.05,50
wstate,9,fake_torino,3100,0.05,50
wstate,10,aer_simulator,750,0.05,50
wstate,10,fake_fez,2000,0.05,50
wstate,10,fake_kyiv,3200,0.05,50
wstate,10,fake_marrakesh,1400,0.05,50
wstate,10,fake_sherbrooke,3900,0.05,50
wstate,10,fake_torino,3250,0.05,50
wstate,11,aer_simulator,450,0.05,50
wstate,11,fake_fez,2100,0.05,50
wstate,11,fake_kyiv,4100,0.05,50
wstate,11,fake_marrakesh,2700,0.05,50
wstate,11,fake_sherbrooke,5550,0.05,50
wstate,11,fake_torino,4350,0.05,50
wstate,12,aer_simulator,750,0.05,50
wstate,12,fake_fez,3850,0.05,50
wstate,12,fake_kyiv,5150,0.05,50
wstate,12,fake_marrakesh,2750,0.05,50
wstate,12,fake_sherbrooke,5800,0.05,50
wstate,12,fake_torino,5300,0.05,50
wstate,13,aer_simulator,650,0.05,50
wstate,13,fake_fez,3700,0.05,50
wstate,13,fake_kyiv,6900,0.05,50
wstate,13,fake_marrakesh,2600,0.05,50
wstate,13,fake_sherbrooke,8750,0.05,50
wstate,13,fake_torino,6550,0.05,50
wstate,14,aer_simulator,850,0.05,50
wstate,14,fake_fez,4300,0.05,50
wstate,14,fake_kyiv,8750,0.05,50
wstate,14,fake_marrakesh,3000,0.05,50
wstate,14,fake_sherbrooke,8200,0.05,50
wstate,14,fake_torino,7950,0.05,50
wstate,15,aer_simulator,800,0.05,50
wstate,15,fake_fez,4950,0.05,50
wstate,15,fake_kyiv,9550,0.05,50
wstate,15,fake_marrakesh,3900,0.05,50
wstate,15,fake_sherbrooke,8900,0.05,50
wstate,15,fake_torino,8150,0.05,50
